0,# 0 0 target:0 c+:1129 c-:1797 score:670.1551412822629 score+:3511.881283121023 score-:6192.5018482500745 nb:5 =l_0c_14 l_0c_1 l_0c_0 l_0c_18 l_0c_10 
0,# 0 0 target:0 c+:1129 c-:1797 score:670.1551412822629 score+:3511.881283121023 score-:6192.5018482500745 nb:5 =l_0c_14 l_0c_1 l_0c_0 l_0c_18 l_0c_10 
1,# 1 1 target:0 c+:4200 c-:4314 score:446.00122776950593 score+:17201.81763112764 score-:19253.42327886737 nb:6 =l_0c_13 l_0c_14 l_0c_11 l_0c_0 l_0c_18 l_0c_3 
2,# 2 2 target:0 c+:1053 c-:1388 score:394.0045084777488 score+:5116.072103237403 score-:7164.8955473216965 nb:7 =l_0c_7 l_0c_10 l_0c_18 l_0c_12 l_0c_1 l_0c_3 l_0c_4 
3,# 3 3 target:0 c+:1600 c-:1740 score:342.401862252432 score+:6229.481078670633 score-:7393.647410328902 nb:4 =l_0c_2 l_0c_9 l_0c_14 l_0c_3 
4,# 4 4 target:0 c+:314 c-:438 score:179.8861288739015 score+:2025.4691558038003 score-:3068.808703272429 nb:8 =l_0c_19 l_0c_3 l_0c_13 l_0c_7 l_0c_10 l_0c_18 l_0c_0 l_0c_6 
5,# 5 5 target:0 c+:4551 c-:4346 score:170.1030641691964 score+:19806.075315255872 score-:20690.611248935693 nb:7 =l_0c_19 l_0c_3 l_0c_13 l_0c_9 l_0c_14 l_0c_11 l_0c_6 
6,# 6 6 target:0 c+:3966 c-:3722 score:167.5385356005554 score+:24693.55099988148 score-:25564.751385004372 nb:7 =l_0c_2 l_0c_12 l_0c_14 l_0c_6 l_0c_4 l_0c_0 l_0c_1 
7,# 7 7 target:0 c+:389 c-:450 score:155.76891387400747 score+:2682.5482439188295 score-:3492.5465960636684 nb:7 =l_0c_19 l_0c_3 l_0c_13 l_0c_2 l_0c_7 l_0c_10 l_0c_18 
8,# 8 8 target:0 c+:543 c-:644 score:145.19889484202417 score+:2878.2523472546723 score-:3633.2866004331977 nb:7 =l_0c_7 l_0c_10 l_0c_18 l_0c_13 l_0c_1 l_0c_11 l_0c_0 
