0,# 0 0 target:0 c+:0 c-:0 score:627.6982818239205 score+:0 score-:0 nb:2 =l_0c_0 l_0c_17
1,# 1 1 target:0 c+:0 c-:0 score:546.1585855073472 score+:0 score-:0 nb:6 =l_0c_0 l_0c_1 l_0c_5 l_0c_10 l_0c_11 l_0c_14
2,# 2 2 target:0 c+:0 c-:0 score:428.8575096000136 score+:0 score-:0 nb:4 =l_0c_0 l_0c_3 l_0c_8 l_0c_19
3,# 3 3 target:0 c+:0 c-:0 score:324.27084133347444 score+:0 score-:0 nb:3 =l_0c_0 l_0c_13 l_0c_16
4,# 4 4 target:0 c+:0 c-:0 score:302.0166327109519 score+:0 score-:0 nb:1 =l_0c_18
5,# 5 5 target:0 c+:0 c-:0 score:182.84117885385547 score+:0 score-:0 nb:1 =l_0c_2
6,# 6 6 target:0 c+:0 c-:0 score:161.11839819955912 score+:0 score-:0 nb:1 =l_0c_9
7,# 7 7 target:0 c+:0 c-:0 score:140.48060442353668 score+:0 score-:0 nb:4 =l_0c_0 l_0c_4 l_0c_7 l_0c_12
8,# 8 8 target:0 c+:0 c-:0 score:105.72165840113166 score+:0 score-:0 nb:1 =l_0c_15
9,# 9 9 target:0 c+:0 c-:0 score:55.06220801509882 score+:0 score-:0 nb:2 =l_0c_0 l_0c_6
10,# 10 0 target:1 c+:0 c-:0 score:62.17584566143263 score+:0 score-:0 nb:3 =l_0c_0 l_0c_6 l_0c_18
11,# 11 1 target:1 c+:0 c-:0 score:34.359538925976054 score+:0 score-:0 nb:4 =l_0c_0 l_0c_2 l_0c_5 l_0c_8
12,# 12 2 target:1 c+:0 c-:0 score:26.30575001414457 score+:0 score-:0 nb:4 =l_0c_0 l_0c_11 l_0c_18 l_0c_19
13,# 13 3 target:1 c+:0 c-:0 score:23.870822583187014 score+:0 score-:0 nb:5 =l_0c_0 l_0c_2 l_0c_3 l_0c_14 l_0c_16
14,# 14 4 target:1 c+:0 c-:0 score:19.435767282121265 score+:0 score-:0 nb:4 =l_0c_0 l_0c_6 l_0c_17 l_0c_18
15,# 15 5 target:1 c+:0 c-:0 score:18.06776121480356 score+:0 score-:0 nb:4 =l_0c_0 l_0c_6 l_0c_10 l_0c_18
16,# 16 6 target:1 c+:0 c-:0 score:9.50446430088773 score+:0 score-:0 nb:4 =l_0c_0 l_0c_2 l_0c_8 l_0c_13
17,# 17 0 target:0 c+:0 c-:0 score:1107.670714914309 score+:0 score-:0 nb:1 =l_1c_17
18,# 18 1 target:0 c+:0 c-:0 score:796.958224932667 score+:0 score-:0 nb:1 =l_1c_11
19,# 19 2 target:0 c+:0 c-:0 score:637.2194397426175 score+:0 score-:0 nb:2 =l_1c_0 l_1c_19
20,# 20 3 target:0 c+:0 c-:0 score:491.4438300249751 score+:0 score-:0 nb:1 =l_1c_3
21,# 21 4 target:0 c+:0 c-:0 score:350.04393537090925 score+:0 score-:0 nb:1 =l_1c_7
22,# 22 5 target:0 c+:0 c-:0 score:330.9574974532267 score+:0 score-:0 nb:1 =l_1c_4
23,# 23 6 target:0 c+:0 c-:0 score:304.10894649301787 score+:0 score-:0 nb:1 =l_1c_8
24,# 24 7 target:0 c+:0 c-:0 score:272.2183171074154 score+:0 score-:0 nb:1 =l_1c_1
25,# 25 8 target:0 c+:0 c-:0 score:246.66226434652364 score+:0 score-:0 nb:5 =l_1c_0 l_1c_10 l_1c_14 l_1c_18 l_1c_19
26,# 26 9 target:0 c+:0 c-:0 score:192.2057821089311 score+:0 score-:0 nb:1 =l_1c_13
